# path	class	outlier_score
DS2GROCERIES\train\yogurt\yogurt.51.jpg	yogurt	1.301
DS2GROCERIES\train\yogurt\yogurt.705.jpg	yogurt	1.301
DS2GROCERIES\train\yogurt\yogurt.636.jpg	yogurt	1.300
DS2GROCERIES\train\yogurt\yogurt.1116.jpg	yogurt	1.299
DS2GROCERIES\train\yogurt\yogurt.404.jpg	yogurt	1.298
DS2GROCERIES\train\yogurt\yogurt.665.jpg	yogurt	1.298
DS2GROCERIES\train\yogurt\yogurt.559.jpg	yogurt	1.297
DS2GROCERIES\train\yogurt\yogurt.166.jpg	yogurt	1.297
DS2GROCERIES\train\yogurt\yogurt.102.jpg	yogurt	1.297
DS2GROCERIES\train\yogurt\yogurt.671.jpg	yogurt	1.293
DS2GROCERIES\train\yogurt\yogurt.138.jpg	yogurt	1.293
DS2GROCERIES\train\yogurt\yogurt.397.jpg	yogurt	1.293
